listing_id,seller_id,product_name,category,listed_price,competitor_price
LST-0001635,MNT-0129,Classic Lehenga,Ethnic Wear,2135.04,2455.3
LST-0001636,MNT-0129,Handcrafted Sherwani,Ethnic Wear,1051.87,994.8
LST-0001637,MNT-0129,Everyday Kurta Set,Ethnic Wear,1761.07,1673.51
LST-0001638,MNT-0129,Casual Sherwani,Ethnic Wear,2301.6,2181.75
LST-0001639,MNT-0129,Classic Sherwani,Ethnic Wear,1575.92,1630.15
LST-0001640,MNT-0129,Festive Anarkali,Ethnic Wear,1362.69,1503.43
LST-0001641,MNT-0129,Signature Kurta Set,Ethnic Wear,951.86,909.65
LST-0001642,MNT-0129,Signature Anarkali,Ethnic Wear,1593.57,1589.59
LST-0001643,MNT-0129,Festive Kurta Set,Ethnic Wear,2377.03,2230.4
LST-0001644,MNT-0129,Handcrafted Kurta Set,Ethnic Wear,1741.97,1839.04
LST-0001645,MNT-0129,Everyday Anarkali,Ethnic Wear,972.53,899.3
LST-0001646,MNT-0129,Designer Kurta Set,Ethnic Wear,1479.72,1701.68
LST-0001647,MNT-0129,Handcrafted Lehenga,Ethnic Wear,2387.76,2254.63
LST-0001648,MNT-0129,Trendy Saree,Ethnic Wear,1629.07,1676.78
LST-0001649,MNT-0129,Sport Kurta Set,Ethnic Wear,1584.57,1525.97
LST-0001650,MNT-0129,Signature Kurta Set,Ethnic Wear,1090.06,1196.92
LST-0001651,MNT-0129,Everyday Saree,Ethnic Wear,2441.82,2218.94
LST-0001652,MNT-0129,Trendy Lehenga,Ethnic Wear,1731.4,1915.34
LST-0001653,MNT-0130,Casual Dress,Western Wear,799.21,742.95
LST-0001654,MNT-0130,Trendy Skirt,Western Wear,1935.0,1812.86
LST-0001655,MNT-0130,Designer Dress,Western Wear,776.61,660.12
LST-0001656,MNT-0130,Everyday Jeans,Western Wear,831.24,828.39
LST-0001657,MNT-0130,Premium Jacket,Western Wear,1877.88,1596.2
LST-0001658,MNT-0130,Designer Jacket,Western Wear,1244.25,1321.02
LST-0001659,MNT-0130,Classic Jacket,Western Wear,855.16,813.23
LST-0001660,MNT-0130,Festive Dress,Western Wear,992.22,1095.41
LST-0001661,MNT-0130,Trendy Jacket,Western Wear,1761.37,1552.58
LST-0001662,MNT-0130,Classic Jacket,Western Wear,1083.7,950.39
LST-0001663,MNT-0130,Handcrafted Dress,Western Wear,1047.02,1031.47
LST-0001664,MNT-0130,Classic T-Shirt,Western Wear,1420.37,1496.1
LST-0001665,MNT-0130,Sport T-Shirt,Western Wear,947.94,1022.67
LST-0001666,MNT-0130,Handcrafted Dress,Western Wear,1251.71,1273.18
LST-0001667,MNT-0130,Festive Dress,Western Wear,1163.28,1114.15
LST-0001668,MNT-0131,Festive Kurta Set,Ethnic Wear,2223.21,2127.28
LST-0001669,MNT-0131,Handcrafted Kurta Set,Ethnic Wear,2243.12,2133.48
LST-0001670,MNT-0131,Signature Kurta Set,Ethnic Wear,2164.79,2095.13
LST-0001671,MNT-0131,Classic Sherwani,Ethnic Wear,1277.56,1382.11
LST-0001672,MNT-0131,Sport Sherwani,Ethnic Wear,1241.55,1293.92
LST-0001673,MNT-0131,Everyday Anarkali,Ethnic Wear,807.98,769.63
LST-0001674,MNT-0131,Signature Anarkali,Ethnic Wear,1025.55,957.53
LST-0001675,MNT-0131,Trendy Kurta Set,Ethnic Wear,1728.97,1936.83
LST-0001676,MNT-0131,Trendy Kurta Set,Ethnic Wear,1222.44,1220.56
LST-0001677,MNT-0131,Casual Lehenga,Ethnic Wear,2317.27,2322.02
LST-0001678,MNT-0132,Casual Yoga Mat,Sports,1299.94,1412.98
LST-0001679,MNT-0133,Sport Dress,Western Wear,1043.77,941.14
LST-0001680,MNT-0133,Premium Dress,Western Wear,1754.09,1608.37
LST-0001681,MNT-0133,Casual Dress,Western Wear,951.08,1007.0
LST-0001682,MNT-0133,Festive Jeans,Western Wear,1765.17,1656.08
LST-0001683,MNT-0133,Everyday Jacket,Western Wear,1993.14,2132.14
LST-0001684,MNT-0133,Casual Skirt,Western Wear,1882.41,1600.05
LST-0001685,MNT-0133,Classic Jeans,Western Wear,1983.49,1897.82
LST-0001686,MNT-0133,Handcrafted Dress,Western Wear,853.01,946.38
LST-0001687,MNT-0133,Casual Jeans,Western Wear,1315.35,1411.98
LST-0001688,MNT-0133,Handcrafted Jacket,Western Wear,1096.96,1072.75
LST-0001689,MNT-0133,Trendy Skirt,Western Wear,1756.2,1779.73
LST-0001690,MNT-0134,Classic Kurta Set,Ethnic Wear,2357.14,2131.33
LST-0001691,MNT-0134,Trendy Lehenga,Ethnic Wear,1993.67,1975.99
LST-0001692,MNT-0134,Trendy Lehenga,Ethnic Wear,2159.6,2453.65
LST-0001693,MNT-0134,Designer Kurta Set,Ethnic Wear,1437.03,1436.82
LST-0001694,MNT-0134,Trendy Lehenga,Ethnic Wear,1698.94,1934.48
LST-0001695,MNT-0134,Premium Anarkali,Ethnic Wear,1867.65,1904.63
LST-0001696,MNT-0134,Signature Sherwani,Ethnic Wear,1163.82,1163.61
LST-0001697,MNT-0134,Designer Anarkali,Ethnic Wear,1511.77,1581.88
LST-0001698,MNT-0134,Festive Saree,Ethnic Wear,1231.63,1343.31
LST-0001699,MNT-0134,Everyday Anarkali,Ethnic Wear,838.23,856.96
LST-0001700,MNT-0134,Designer Sherwani,Ethnic Wear,887.68,923.38
LST-0001701,MNT-0135,Everyday Jeans,Western Wear,1328.71,1299.56
LST-0001702,MNT-0135,Classic Jacket,Western Wear,934.39,794.23
LST-0001703,MNT-0135,Designer Jeans,Western Wear,1736.75,1767.64
LST-0001704,MNT-0135,Everyday Dress,Western Wear,880.51,822.71
LST-0001705,MNT-0135,Signature Dress,Western Wear,918.63,973.83
LST-0001706,MNT-0136,Festive Lehenga,Ethnic Wear,2344.78,2375.36
LST-0001707,MNT-0136,Signature Sherwani,Ethnic Wear,1476.36,1593.23
LST-0001708,MNT-0136,Sport Sherwani,Ethnic Wear,1357.57,1277.07
LST-0001709,MNT-0136,Festive Kurta Set,Ethnic Wear,2426.7,2545.98
LST-0001710,MNT-0136,Premium Saree,Ethnic Wear,829.7,897.35
LST-0001711,MNT-0136,Handcrafted Sherwani,Ethnic Wear,1328.66,1304.71
LST-0001712,MNT-0136,Premium Anarkali,Ethnic Wear,2097.71,2033.43
LST-0001713,MNT-0136,Sport Saree,Ethnic Wear,1688.97,1660.2
LST-0001714,MNT-0136,Signature Kurta Set,Ethnic Wear,1247.57,1299.56
LST-0001715,MNT-0136,Everyday Sherwani,Ethnic Wear,1319.34,1269.24
LST-0001716,MNT-0136,Handcrafted Lehenga,Ethnic Wear,1190.31,1368.86
LST-0001717,MNT-0137,Casual Track Pants,Sports,1959.83,1909.99
LST-0001718,MNT-0137,Trendy Cap,Sports,1486.12,1263.2
LST-0001719,MNT-0137,Trendy Jersey,Sports,523.79,445.22
LST-0001720,MNT-0137,Sport Cap,Sports,1231.16,1280.43
LST-0001721,MNT-0137,Sport Track Pants,Sports,733.24,719.46
LST-0001722,MNT-0137,Everyday Yoga Mat,Sports,712.9,653.67
LST-0001723,MNT-0137,Classic Jersey,Sports,1871.4,1864.81
LST-0001724,MNT-0137,Premium Track Pants,Sports,1659.32,1494.34
LST-0001725,MNT-0137,Classic Gym Bag,Sports,1133.64,1113.74
LST-0001726,MNT-0137,Handcrafted Track Pants,Sports,747.57,741.88
LST-0001727,MNT-0137,Everyday Track Pants,Sports,454.05,431.61
LST-0001728,MNT-0137,Handcrafted Cap,Sports,1911.66,2198.41
LST-0001729,MNT-0137,Festive Yoga Mat,Sports,1609.53,1696.25
LST-0001730,MNT-0137,Festive Track Pants,Sports,1265.03,1360.18
LST-0001731,MNT-0137,Everyday Cap,Sports,532.21,523.12
LST-0001732,MNT-0137,Everyday Cap,Sports,1052.45,985.42
LST-0001733,MNT-0137,Designer Cap,Sports,1689.02,1587.61
LST-0001734,MNT-0138,Festive Heels,Footwear,1513.73,1558.14
LST-0001735,MNT-0138,Casual Loafers,Footwear,1351.04,1296.97
LST-0001736,MNT-0138,Classic Loafers,Footwear,2423.4,2183.8
LST-0001737,MNT-0138,Premium Loafers,Footwear,2388.78,2388.72
LST-0001738,MNT-0138,Signature Loafers,Footwear,2864.31,2755.01
LST-0001739,MNT-0138,Handcrafted Sandals,Footwear,1051.48,1114.08
LST-0001740,MNT-0138,Signature Sneakers,Footwear,2403.98,2507.84
LST-0001741,MNT-0138,Sport Heels,Footwear,751.37,644.45
LST-0001742,MNT-0138,Sport Loafers,Footwear,2994.31,3223.8
LST-0001743,MNT-0138,Signature Sneakers,Footwear,1730.51,1639.15
LST-0001744,MNT-0139,Classic Sunglasses,Accessories,500.21,427.48
LST-0001745,MNT-0139,Festive Wallet,Accessories,706.86,693.05
LST-0001746,MNT-0139,Everyday Handbag,Accessories,249.19,211.81
LST-0001747,MNT-0139,Premium Handbag,Accessories,719.63,687.71
LST-0001748,MNT-0139,Casual Scarf,Accessories,536.74,487.69
LST-0001749,MNT-0139,Signature Handbag,Accessories,537.4,527.71
LST-0001750,MNT-0139,Everyday Sunglasses,Accessories,393.36,425.38
LST-0001751,MNT-0139,Trendy Belt,Accessories,488.14,434.43
LST-0001752,MNT-0139,Sport Belt,Accessories,465.88,440.99
LST-0001753,MNT-0139,Classic Scarf,Accessories,642.29,711.71
LST-0001754,MNT-0139,Premium Scarf,Accessories,388.05,376.29
LST-0001755,MNT-0140,Handcrafted Anarkali,Ethnic Wear,966.88,884.34
LST-0001756,MNT-0140,Festive Kurta Set,Ethnic Wear,1260.98,1291.89
LST-0001757,MNT-0140,Handcrafted Lehenga,Ethnic Wear,1619.41,1558.78
LST-0001758,MNT-0140,Everyday Lehenga,Ethnic Wear,1455.74,1498.68
LST-0001759,MNT-0140,Handcrafted Kurta Set,Ethnic Wear,1794.5,1678.65
LST-0001760,MNT-0141,Premium Heels,Footwear,1324.62,1304.19
LST-0001761,MNT-0141,Sport Heels,Footwear,1021.56,883.0
LST-0001762,MNT-0141,Classic Sandals,Footwear,2741.01,2725.83
LST-0001763,MNT-0141,Festive Loafers,Footwear,2876.13,2763.79
LST-0001764,MNT-0142,Trendy Sandals,Footwear,2110.86,2227.82
LST-0001765,MNT-0142,Classic Running Shoes,Footwear,2612.46,2890.93
LST-0001766,MNT-0142,Casual Sneakers,Footwear,1590.04,1457.43
LST-0001767,MNT-0142,Signature Sneakers,Footwear,2127.23,1939.61
LST-0001768,MNT-0142,Classic Heels,Footwear,2075.76,2009.91
LST-0001769,MNT-0142,Festive Sandals,Footwear,1926.62,1955.43
LST-0001770,MNT-0142,Premium Loafers,Footwear,960.59,977.47
LST-0001771,MNT-0142,Handcrafted Running Shoes,Footwear,1056.57,982.95
LST-0001772,MNT-0142,Trendy Sandals,Footwear,2080.77,1978.43
LST-0001773,MNT-0142,Festive Sandals,Footwear,1884.14,1766.42
LST-0001774,MNT-0142,Trendy Sandals,Footwear,2403.44,2269.47
LST-0001775,MNT-0142,Designer Running Shoes,Footwear,2331.66,2427.51
LST-0001776,MNT-0142,Trendy Loafers,Footwear,2505.89,2616.06
LST-0001777,MNT-0142,Premium Running Shoes,Footwear,1106.62,1123.48
LST-0001778,MNT-0142,Signature Running Shoes,Footwear,2122.42,2086.03
LST-0001779,MNT-0142,Designer Heels,Footwear,2482.88,2663.91
LST-0001780,MNT-0142,Premium Sneakers,Footwear,2847.55,2988.41
LST-0001781,MNT-0142,Everyday Running Shoes,Footwear,1422.62,1371.94
LST-0001782,MNT-0142,Casual Running Shoes,Footwear,745.34,655.15
LST-0001783,MNT-0142,Handcrafted Running Shoes,Footwear,1343.53,1439.28
LST-0001784,MNT-0142,Designer Loafers,Footwear,2250.34,2587.78
LST-0001785,MNT-0142,Casual Sandals,Footwear,2280.16,2415.84
LST-0001786,MNT-0142,Sport Heels,Footwear,1451.58,1413.89
LST-0001787,MNT-0142,Sport Sandals,Footwear,2176.74,2097.36
LST-0001788,MNT-0142,Signature Running Shoes,Footwear,2692.39,2842.52
LST-0001789,MNT-0142,Premium Loafers,Footwear,1480.15,1507.13
LST-0001790,MNT-0142,Classic Sneakers,Footwear,859.92,978.14
LST-0001791,MNT-0142,Everyday Sandals,Footwear,1537.36,1767.96
LST-0001792,MNT-0142,Casual Sandals,Footwear,1720.12,1925.55
LST-0001793,MNT-0142,Festive Running Shoes,Footwear,1216.29,1278.82
LST-0001794,MNT-0142,Casual Loafers,Footwear,1589.9,1643.27
LST-0001795,MNT-0142,Handcrafted Sneakers,Footwear,1484.08,1573.67
LST-0001796,MNT-0142,Everyday Sneakers,Footwear,1980.78,2068.0
LST-0001797,MNT-0142,Everyday Sneakers,Footwear,1638.36,1547.7
LST-0001798,MNT-0142,Designer Sneakers,Footwear,1643.78,1697.98
LST-0001799,MNT-0142,Signature Sneakers,Footwear,630.72,680.42
LST-0001800,MNT-0142,Casual Heels,Footwear,1757.69,1508.9
LST-0001801,MNT-0142,Everyday Loafers,Footwear,1376.97,1462.31
LST-0001802,MNT-0142,Casual Sandals,Footwear,2111.38,1937.84
LST-0001803,MNT-0142,Classic Sneakers,Footwear,2933.36,3055.3
LST-0001804,MNT-0142,Classic Loafers,Footwear,2978.15,2877.53
LST-0001805,MNT-0143,Everyday Cap,Sports,1510.73,1438.81
LST-0001806,MNT-0143,Everyday Jersey,Sports,490.2,446.68
LST-0001807,MNT-0143,Everyday Jersey,Sports,1929.1,1862.54
LST-0001808,MNT-0143,Handcrafted Gym Bag,Sports,1702.36,1854.42
LST-0001809,MNT-0143,Handcrafted Jersey,Sports,1088.58,1066.07
LST-0001810,MNT-0143,Casual Yoga Mat,Sports,1550.67,1561.87
LST-0001811,MNT-0143,Designer Yoga Mat,Sports,951.89,900.94
LST-0001812,MNT-0143,Handcrafted Gym Bag,Sports,1924.14,2200.8
LST-0001813,MNT-0143,Sport Track Pants,Sports,1177.17,1142.83
LST-0001814,MNT-0143,Everyday Gym Bag,Sports,919.57,863.87
LST-0001815,MNT-0143,Handcrafted Track Pants,Sports,755.71,664.33
LST-0001816,MNT-0143,Premium Yoga Mat,Sports,948.56,1090.84
LST-0001817,MNT-0143,Sport Yoga Mat,Sports,1356.48,1278.93
LST-0001818,MNT-0143,Casual Gym Bag,Sports,679.5,743.06
LST-0001819,MNT-0143,Handcrafted Track Pants,Sports,1786.91,1698.08
LST-0001820,MNT-0143,Signature Jersey,Sports,1989.25,2234.1
LST-0001821,MNT-0143,Designer Track Pants,Sports,942.14,905.54
LST-0001822,MNT-0143,Casual Track Pants,Sports,1699.91,1845.43
LST-0001823,MNT-0143,Designer Track Pants,Sports,1857.94,1987.85
LST-0001824,MNT-0143,Trendy Cap,Sports,710.66,729.11
LST-0001825,MNT-0143,Premium Jersey,Sports,840.62,878.01
LST-0001826,MNT-0144,Classic Skirt,Western Wear,889.25,982.1
LST-0001827,MNT-0144,Festive Dress,Western Wear,1497.01,1458.62
LST-0001828,MNT-0144,Casual Jacket,Western Wear,1772.7,2038.6
LST-0001829,MNT-0144,Designer Dress,Western Wear,844.83,760.75
LST-0001830,MNT-0144,Classic Dress,Western Wear,806.76,757.4
LST-0001831,MNT-0144,Premium T-Shirt,Western Wear,1897.58,2029.32
LST-0001832,MNT-0144,Trendy Skirt,Western Wear,923.97,1005.82
LST-0001833,MNT-0144,Designer Jacket,Western Wear,1685.16,1525.79
LST-0001834,MNT-0144,Sport Jeans,Western Wear,1662.26,1619.06
LST-0001835,MNT-0144,Everyday Dress,Western Wear,863.98,842.95
LST-0001836,MNT-0144,Premium Skirt,Western Wear,1679.24,1529.67
LST-0001837,MNT-0144,Premium Dress,Western Wear,1716.27,1860.6
LST-0001838,MNT-0144,Premium Jacket,Western Wear,1162.46,1336.83
LST-0001839,MNT-0144,Designer Jeans,Western Wear,700.59,800.97
LST-0001840,MNT-0144,Premium Skirt,Western Wear,1210.45,1152.26
LST-0001841,MNT-0144,Trendy Dress,Western Wear,1353.24,1235.26
LST-0001842,MNT-0144,Signature Skirt,Western Wear,1389.42,1362.0
LST-0001843,MNT-0145,Handcrafted Sneakers,Footwear,1559.45,1733.45
LST-0001844,MNT-0145,Casual Sandals,Footwear,2218.57,2307.76
LST-0001845,MNT-0145,Trendy Loafers,Footwear,1733.5,1683.9
LST-0001846,MNT-0145,Handcrafted Sneakers,Footwear,2191.27,2124.48
LST-0001847,MNT-0145,Premium Loafers,Footwear,2873.52,2651.76
LST-0001848,MNT-0145,Trendy Sandals,Footwear,2515.93,2650.05
LST-0001849,MNT-0145,Sport Loafers,Footwear,1706.7,1762.15
LST-0001850,MNT-0145,Festive Sneakers,Footwear,1802.01,1652.97
LST-0001851,MNT-0145,Festive Heels,Footwear,1197.33,1228.1
LST-0001852,MNT-0145,Everyday Sandals,Footwear,1307.14,1128.59
LST-0001853,MNT-0145,Designer Sneakers,Footwear,1273.85,1181.53
LST-0001854,MNT-0145,Festive Sneakers,Footwear,1122.04,1041.85
LST-0001855,MNT-0145,Casual Running Shoes,Footwear,2653.5,2580.09
LST-0001856,MNT-0145,Trendy Heels,Footwear,1593.1,1602.13
LST-0001857,MNT-0145,Everyday Sneakers,Footwear,1571.89,1576.14
LST-0001858,MNT-0145,Premium Heels,Footwear,620.47,611.19
LST-0001859,MNT-0145,Everyday Sandals,Footwear,1190.04,1246.32
LST-0001860,MNT-0145,Signature Loafers,Footwear,1731.48,1645.02
LST-0001861,MNT-0145,Classic Heels,Footwear,1925.96,1800.19
LST-0001862,MNT-0145,Signature Heels,Footwear,1864.17,1730.52
LST-0001863,MNT-0145,Trendy Sneakers,Footwear,2609.1,2640.46
LST-0001864,MNT-0146,Classic Sherwani,Ethnic Wear,2112.42,2429.28
LST-0001865,MNT-0146,Sport Saree,Ethnic Wear,1657.69,1579.59
LST-0001866,MNT-0146,Casual Kurta Set,Ethnic Wear,1923.93,1762.34
LST-0001867,MNT-0146,Classic Saree,Ethnic Wear,2092.16,2050.12
LST-0001868,MNT-0146,Handcrafted Anarkali,Ethnic Wear,1395.22,1281.02
LST-0001869,MNT-0146,Classic Kurta Set,Ethnic Wear,1931.84,1815.54
LST-0001870,MNT-0146,Trendy Lehenga,Ethnic Wear,1469.28,1626.63
LST-0001871,MNT-0146,Everyday Lehenga,Ethnic Wear,1835.66,1854.59
LST-0001872,MNT-0146,Trendy Saree,Ethnic Wear,2241.73,2529.96
LST-0001873,MNT-0146,Trendy Kurta Set,Ethnic Wear,1975.11,1909.74
LST-0001874,MNT-0146,Handcrafted Lehenga,Ethnic Wear,946.15,889.6
LST-0001875,MNT-0146,Everyday Saree,Ethnic Wear,2132.36,2143.89
LST-0001876,MNT-0146,Everyday Kurta Set,Ethnic Wear,1123.01,1077.26
LST-0001877,MNT-0147,Casual Saree,Ethnic Wear,1933.99,1870.89
LST-0001878,MNT-0147,Casual Saree,Ethnic Wear,1106.75,1247.99
LST-0001879,MNT-0147,Designer Anarkali,Ethnic Wear,1332.12,1343.73
LST-0001880,MNT-0147,Premium Sherwani,Ethnic Wear,1065.89,999.24
LST-0001881,MNT-0147,Everyday Kurta Set,Ethnic Wear,2262.37,2500.64
LST-0001882,MNT-0147,Signature Lehenga,Ethnic Wear,1110.72,1076.48
LST-0001883,MNT-0147,Trendy Lehenga,Ethnic Wear,1467.29,1354.17
LST-0001884,MNT-0147,Casual Lehenga,Ethnic Wear,807.47,871.22
LST-0001885,MNT-0147,Trendy Kurta Set,Ethnic Wear,1867.24,1815.57
LST-0001886,MNT-0147,Designer Lehenga,Ethnic Wear,1586.11,1770.44
LST-0001887,MNT-0147,Handcrafted Saree,Ethnic Wear,2350.64,2196.68
LST-0001888,MNT-0147,Casual Anarkali,Ethnic Wear,1444.0,1497.46
LST-0001889,MNT-0147,Sport Sherwani,Ethnic Wear,1694.64,1634.57
LST-0001890,MNT-0148,Trendy Loafers,Footwear,2631.64,2625.88
LST-0001891,MNT-0148,Sport Sandals,Footwear,2560.54,2458.35
LST-0001892,MNT-0148,Sport Sneakers,Footwear,2168.28,2182.46
LST-0001893,MNT-0148,Designer Sandals,Footwear,672.02,713.25
LST-0001894,MNT-0148,Festive Loafers,Footwear,500.92,480.64
LST-0001895,MNT-0148,Signature Sandals,Footwear,2344.53,2544.8
LST-0001896,MNT-0148,Designer Loafers,Footwear,1894.73,1610.52
LST-0001897,MNT-0149,Everyday Sandals,Footwear,2861.89,3056.54
LST-0001898,MNT-0149,Casual Sandals,Footwear,927.64,1008.91
LST-0001899,MNT-0149,Handcrafted Running Shoes,Footwear,1220.25,1250.78
LST-0001900,MNT-0149,Sport Running Shoes,Footwear,2027.35,2121.31
LST-0001901,MNT-0149,Classic Running Shoes,Footwear,1943.74,1836.29
LST-0001902,MNT-0150,Classic Sherwani,Ethnic Wear,811.31,851.08
LST-0001903,MNT-0150,Sport Sherwani,Ethnic Wear,996.22,1131.56
LST-0001904,MNT-0150,Sport Kurta Set,Ethnic Wear,1573.7,1535.1
LST-0001905,MNT-0150,Handcrafted Saree,Ethnic Wear,1743.23,1808.77
LST-0001906,MNT-0150,Trendy Kurta Set,Ethnic Wear,2255.83,2535.74
LST-0001907,MNT-0151,Handcrafted Scarf,Accessories,240.51,268.64
LST-0001908,MNT-0151,Trendy Belt,Accessories,549.09,602.51
LST-0001909,MNT-0151,Designer Handbag,Accessories,531.44,611.16
LST-0001910,MNT-0151,Signature Scarf,Accessories,710.34,656.01
LST-0001911,MNT-0151,Everyday Wallet,Accessories,527.69,464.44
LST-0001912,MNT-0151,Signature Belt,Accessories,549.09,585.27
LST-0001913,MNT-0151,Designer Scarf,Accessories,284.57,285.57
LST-0001914,MNT-0151,Handcrafted Scarf,Accessories,719.01,724.2
LST-0001915,MNT-0151,Designer Sunglasses,Accessories,456.23,491.47
LST-0001916,MNT-0151,Casual Sunglasses,Accessories,508.3,500.71
LST-0001917,MNT-0151,Designer Wallet,Accessories,715.03,690.99
LST-0001918,MNT-0151,Handcrafted Belt,Accessories,219.11,191.65
LST-0001919,MNT-0152,Trendy Sunglasses,Accessories,711.86,706.27
LST-0001920,MNT-0152,Handcrafted Wallet,Accessories,721.36,829.56
LST-0001921,MNT-0152,Premium Sunglasses,Accessories,492.79,475.83
LST-0001922,MNT-0152,Premium Sunglasses,Accessories,463.66,470.07
LST-0001923,MNT-0152,Sport Scarf,Accessories,447.74,498.0
LST-0001924,MNT-0152,Festive Scarf,Accessories,410.11,368.97
LST-0001925,MNT-0152,Classic Sunglasses,Accessories,722.67,760.52
LST-0001926,MNT-0152,Casual Sunglasses,Accessories,638.44,731.02
LST-0001927,MNT-0152,Signature Sunglasses,Accessories,491.77,533.6
LST-0001928,MNT-0153,Casual Kurta Set,Ethnic Wear,1517.66,1553.39
LST-0001929,MNT-0153,Premium Kurta Set,Ethnic Wear,2043.89,1928.67
LST-0001930,MNT-0153,Designer Sherwani,Ethnic Wear,1732.5,1893.75
LST-0001931,MNT-0153,Trendy Anarkali,Ethnic Wear,1249.06,1436.42
LST-0001932,MNT-0153,Everyday Lehenga,Ethnic Wear,1013.15,997.32
LST-0001933,MNT-0153,Festive Lehenga,Ethnic Wear,2262.54,2162.97
LST-0001934,MNT-0153,Handcrafted Saree,Ethnic Wear,1140.99,1001.94
LST-0001935,MNT-0153,Designer Lehenga,Ethnic Wear,2452.83,2323.34
LST-0001936,MNT-0154,Classic Running Shoes,Footwear,2277.53,2087.06
LST-0001937,MNT-0154,Premium Running Shoes,Footwear,569.69,655.14
LST-0001938,MNT-0154,Everyday Sandals,Footwear,654.99,630.29
LST-0001939,MNT-0154,Designer Heels,Footwear,2480.81,2281.57
LST-0001940,MNT-0154,Classic Heels,Footwear,2152.61,2038.71
LST-0001941,MNT-0154,Premium Heels,Footwear,1810.05,1973.14
LST-0001942,MNT-0154,Classic Loafers,Footwear,933.26,903.11
LST-0001943,MNT-0154,Handcrafted Sneakers,Footwear,1087.23,1111.4
LST-0001944,MNT-0154,Sport Sneakers,Footwear,2502.8,2725.74
LST-0001945,MNT-0154,Premium Loafers,Footwear,2877.54,3309.17
LST-0001946,MNT-0154,Classic Running Shoes,Footwear,655.24,742.48
LST-0001947,MNT-0154,Handcrafted Running Shoes,Footwear,2071.91,2042.87
LST-0001948,MNT-0154,Handcrafted Loafers,Footwear,2600.26,2563.72
LST-0001949,MNT-0154,Casual Sneakers,Footwear,2071.91,2208.88
LST-0001950,MNT-0154,Signature Sandals,Footwear,796.38,848.56
LST-0001951,MNT-0154,Designer Heels,Footwear,1095.81,1141.23
LST-0001952,MNT-0154,Handcrafted Loafers,Footwear,1650.45,1831.55
LST-0001953,MNT-0154,Everyday Sneakers,Footwear,1976.01,1968.81
LST-0001954,MNT-0154,Premium Heels,Footwear,2049.71,2174.71
LST-0001955,MNT-0154,Everyday Sneakers,Footwear,1599.56,1590.66
LST-0001956,MNT-0154,Trendy Heels,Footwear,1593.65,1638.65
LST-0001957,MNT-0154,Designer Sneakers,Footwear,1801.15,1733.35
LST-0001958,MNT-0154,Casual Sandals,Footwear,1559.44,1591.54
LST-0001959,MNT-0154,Sport Sneakers,Footwear,1795.57,1600.34
LST-0001960,MNT-0154,Signature Running Shoes,Footwear,1713.38,1967.86
LST-0001961,MNT-0154,Sport Heels,Footwear,1661.14,1531.62
LST-0001962,MNT-0154,Handcrafted Loafers,Footwear,2339.41,2608.59
LST-0001963,MNT-0155,Designer Sherwani,Ethnic Wear,1340.87,1311.27
LST-0001964,MNT-0155,Classic Anarkali,Ethnic Wear,2060.61,1916.94
LST-0001965,MNT-0155,Sport Kurta Set,Ethnic Wear,1700.63,1688.63
LST-0001966,MNT-0156,Designer Dress,Western Wear,1346.33,1355.08
LST-0001967,MNT-0156,Premium Jeans,Western Wear,1580.0,1691.34
LST-0001968,MNT-0156,Classic Dress,Western Wear,1507.12,1427.75
LST-0001969,MNT-0156,Designer Skirt,Western Wear,1649.13,1779.82
LST-0001970,MNT-0156,Everyday Jacket,Western Wear,701.87,721.33
LST-0001971,MNT-0156,Classic Dress,Western Wear,1207.52,1388.65
LST-0001972,MNT-0156,Festive Jacket,Western Wear,1786.63,1733.78
LST-0001973,MNT-0156,Premium Jeans,Western Wear,668.76,720.03
LST-0001974,MNT-0156,Trendy Skirt,Western Wear,858.19,827.71
LST-0001975,MNT-0156,Sport Skirt,Western Wear,1088.22,1079.14
LST-0001976,MNT-0156,Casual T-Shirt,Western Wear,1250.05,1368.19
LST-0001977,MNT-0156,Trendy Dress,Western Wear,1816.99,1805.84
LST-0001978,MNT-0157,Trendy Lehenga,Ethnic Wear,1906.92,1738.09
LST-0001979,MNT-0157,Festive Sherwani,Ethnic Wear,1963.26,2004.75
LST-0001980,MNT-0157,Designer Sherwani,Ethnic Wear,2435.21,2095.88
LST-0001981,MNT-0157,Signature Sherwani,Ethnic Wear,1481.97,1527.77
LST-0001982,MNT-0157,Everyday Saree,Ethnic Wear,1948.23,2240.46
LST-0001983,MNT-0157,Handcrafted Sherwani,Ethnic Wear,2239.8,2335.09
LST-0001984,MNT-0157,Casual Lehenga,Ethnic Wear,1052.13,992.19
LST-0001985,MNT-0157,Designer Anarkali,Ethnic Wear,2108.21,2241.79
LST-0001986,MNT-0158,Premium Skirt,Western Wear,1287.34,1385.85
LST-0001987,MNT-0158,Classic Jeans,Western Wear,668.64,609.88
LST-0001988,MNT-0158,Designer Jeans,Western Wear,1349.04,1357.59
LST-0001989,MNT-0158,Designer Jeans,Western Wear,967.11,1091.8
LST-0001990,MNT-0158,Handcrafted Jacket,Western Wear,1018.54,1025.87
LST-0001991,MNT-0158,Trendy Dress,Western Wear,1089.07,1046.02
LST-0001992,MNT-0158,Handcrafted Jacket,Western Wear,728.5,712.24
LST-0001993,MNT-0159,Signature T-Shirt,Western Wear,1294.14,1100.02
